Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/30/2023 21:54:41,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Buat have fun aja si, sama buat ningkatin mood kalau moodnya lagi turun",< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"Bukan, karena saya tergoda untuk menjadi fjkt48 dari konten tiktok, lalu saya semakin lama semakin mendalami",,,,,,,,,,,,,,,
12/30/2023 21:59:53,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Instagram,Karena JKT48 sekarang lebih terlihat menyatu Dan tidak terbagi berdasarkan group sehingga keakraban Dan chemistry mereka menjadi lebih kuat yang juga membuat mereka lebih bersatu untuk menaikan nama JKT48 ,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,"DeanKt/Mas dean, karena pembawaannya yang fun.",,,,,,,,,,,,,,,
12/30/2023 22:01:16,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,"Awalnya sakamichian dulu terus jeketian. Makin suka jeketian karena acara Sharehouse 48, konten klip theater JKT48, membernya cakep cakep.",< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,Tidak ada,,,,,,,,,,,,,,,
12/30/2023 22:21:21,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Tidak ada alasan tetap,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,Kalo streamer ga ada tapi kalo kontren kreator mungkin cinanas jawabanya,,,,,,,,,,,,,,,
12/30/2023 22:41:52,tahun 2023,Perempuan,20-25 tahun,Fans near,Bekerja,Tidak,Tiktok,Makin keren dan membernya cantik2,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 23:12:07,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Satu clip srnya ashel lewat fyp dan kepicut sama ashel yg cantik beutt makannya cari tau tentang ashel dan tau bahwa ashel adalah member jkt48 jdinya ngikutin jkt48,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 23:19:00,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Menjaga idol negeri ini tetap ada sampai kapan pun, karna tidak ada fans maka tidak ada juga jkt48",< Rp 500.000,"Birthday T-shirt, Tiket Konser, Merchandise Lainnya",JKT48 Tour 2022 & 2023,"Windah Basudara, karena beliau memperkenalkan JKT48 bukan hanya memperkenalkan saja, melainkan mengadakan charity juga",,,,,,,,,,,,,,,
12/31/2023 0:15:53,tahun 2021,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"New era, membuat image yang berbeda dari sebelumnya",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Lainnya,Tidak ada,,,,,,,,,,,,,,,
12/31/2023 1:07:56,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Bekerja,Tidak,Twitter,Penampilan setelah New Era yang membuat JKT48 terkesan fresh dan lebih menarik,< Rp 500.000,"Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/31/2023 3:18:54,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,dipelet ama cristy,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/31/2023 4:53:44,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Melihat meme freya berseliweran di TT,Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt",Meme Freya,Tidak ada ,,,,,,,,,,,,,,,
12/31/2023 5:12:19,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,Suka aja lagunya,< Rp 500.000,"Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,Robby S. Putra,,,,,,,,,,,,,,,
12/31/2023 5:15:30,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna aku kepelet sama starboy nya adel,> Rp 2.000.000,Tiket event off-air atau on-air,Zee x Erigo New York,Bang RobbySputra,,,,,,,,,,,,,,,
12/31/2023 5:42:07,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena banyak vidio adel yang lewat di fyp tiktok sehingga penasaran dengan jkt48 dan akhirnya memutuskan untuk menjadi fans jkt48,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/31/2023 5:44:12,tahun 2021,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Penasaran dengan apa itu ngidol, awalnya saya cuman coba"", eh malah keterusan sampe sekarang",Rp 1.500.001 - 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/31/2023 6:36:35,tahun 2021,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Instagram,Karna suka lagu lagu nya,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/31/2023 7:52:30,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Supaya menjadi idola atau idol yang terbaik,Rp 500.000 - 1.000.000,"Theater, Video Call with JKT48, Birthday T-shirt",Festival musik yang mengundang JKT48,Menurut saya pribadi menginfluence supaya para member bisa memberika yang terbaik kepada fans nya,,,,,,,,,,,,,,,
12/31/2023 9:39:08,tahun 2023,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Instagram,-,< Rp 500.000,Merchandise Lainnya,Lainnya,-,,,,,,,,,,,,,,,
12/31/2023 9:48:57,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Bekerja,Tidak,Tiktok,Banyak,< Rp 500.000,Merchandise Lainnya,Zee x Erigo New York,,,,,,,,,,,,,,,,
12/31/2023 9:57:52,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Alasannya adlh karna jkt48 itu bisa menghilang kn rasa sepi di hidup saya,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/31/2023 10:39:47,tahun 2022,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Karna ada freya,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/31/2023 10:57:31,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"karena lagunya yang sangat enak, trigger utamanya adalah lagu first rabbit dan pesawat kertas 365 hari, pertama kali denger lagunya dan membaca liriknya ternyata memiliki makna atau arti yang sangat dalam dan menonton beberapa kaonten clip theater di YouTube ",< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,Mindamrandom (Tgpurnama),,,,,,,,,,,,,,,
12/31/2023 11:14:32,tahun 2023,Laki-Laki,26-30 tahun,Fans far,Bekerja,Tidak,Twitter,Karena saya suka dengan instrumen lagu-lagu yang dibawakannya. ,< Rp 500.000,Streaming Theater,Meme Freya,Robby S. Putra & Mindam-Mindom.,,,,,,,,,,,,,,,
12/31/2023 11:51:55,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Twitter,tertarik pada salah satu member,< Rp 500.000,"Streaming Theater, Video Call with JKT48",JKT48 x Erigo,,,,,,,,,,,,,,,,
12/31/2023 11:55:51,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Karena jkt48 merupakan rumah kedua saya ,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Reva fidela alasan nya karena ytta,,,,,,,,,,,,,,,
12/31/2023 12:03:59,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,Ingin melihat lagi perjuangan mereka ,< Rp 500.000,Birthday T-shirt,Lainnya,"Windah Basudara; karena selain membantu orang lain, beliau juga membantu menyebarluaskan JKT48",,,,,,,,,,,,,,,
12/31/2023 12:15:43,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Instagram,"berawal dari tikrok freya, tertarik dengan Adel sampai sekarang (terutama DELSHEL)",< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air",Meme Freya,,,,,,,,,,,,,,,,
12/31/2023 12:22:48,tahun 2023,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,"kayak suka aja sama JKT48 membernya cantik""",< Rp 500.000,Tiket Konser,Konten Tiktok Terkait JKT48,Aina suci,,,,,,,,,,,,,,,
12/31/2023 13:03:45,tahun 2021,Perempuan,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Konser heaven FYP di tiktok, padahal sebelumnya ga pernah bahas dan ga pernah nyari tau tentang JKT48",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/31/2023 13:13:46,tahun 2022,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,mv flying high,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/31/2023 13:32:35,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,tiba-tiba suka aja sih,Rp 1.000.001 - 1.500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/31/2023 14:45:34,tahun 2022,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Awalnya ngeliat member yng lucu dan jokes nya masuk di aku, trus dicari tau, ternyata menyenangkan dan amat sangat menghibur",Rp 1.000.001 - 1.500.000,"Streaming Theater, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/31/2023 15:10:54,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Karna liat Freya yg cantiknya melebihi segalanya,< Rp 500.000,"Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Dean,,,,,,,,,,,,,,,
12/31/2023 15:29:32,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"di kenalin sama temen, karena dasarnya juga suka girl group k-pop lalu melihat jkt48 menjadi tertarik",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,-,,,,,,,,,,,,,,,
12/31/2023 16:22:40,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Agar hidup lebih bervariasi,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, 2-Shot, Tiket event off-air atau on-air",Meme Freya,,,,,,,,,,,,,,,,
12/31/2023 16:47:24,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Twitter,Indah,< Rp 500.000,Merchandise Lainnya,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/31/2023 16:54:02,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,masalah cinta,Rp 500.000 - 1.000.000,"Video Call with JKT48, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,gak ada,,,,,,,,,,,,,,,
12/31/2023 17:33:17,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Bekerja,Iya,Tiktok,Meme freya,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/31/2023 18:13:32,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,Kena pelet sama nurdana alias fureyaa,< Rp 500.000,Merchandise Lainnya,Meme Freya,Melodean,,,,,,,,,,,,,,,
12/31/2023 19:06:30,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Ingin melihat berkembangnya idol/oshi,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48",Lainnya,,,,,,,,,,,,,,,,
12/31/2023 19:32:05,tahun 2021,Laki-Laki,di atas 30 tahun,Fans far,Bekerja,Iya,Tiktok,#wearemembership,< Rp 500.000,Merchandise Lainnya,Meme Freya,deankt,,,,,,,,,,,,,,,
12/31/2023 20:09:30,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Alasan Saya Menjadi Fans Jkt48 tuh Karna Saya Tertarik Ke Idol Mereka yg Itu Jkt48, dan Kenapa Saya Terjun Jkt48 yah karna Saya Kesepian dan Selalu di Tinggalkan Sma Pacar:) ",Rp 500.000 - 1.000.000,"Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,Yg Saya Suka Tuh Sih Kipli yg Oshinya Cepio Gk sih Banyak Malahan😁,,,,,,,,,,,,,,,
12/31/2023 20:21:59,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,awalnya karna lagunya yg relate si trs kepincut oleh salah satu member yg jadi oshi gua yaitu zee dan mulai dari situ mengulik perjeketian ini,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/31/2023 21:45:47,tahun 2023,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Maybe because they are one of my happiness, JKT48 make my life different.",Rp 500.000 - 1.000.000,"Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/31/2023 22:58:38,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Tidak,Instagram,orang baru yg bawa saya kembali kesini,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/31/2023 23:57:37,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Karna jkt48 menarik bagi saya
",< Rp 500.000,"Theater, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
1/1/2024 0:05:01,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,awalnya ngalur malah kejebak,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 2:29:50,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Karna saya ingin mengenal JKT48 lebih lanjut,< Rp 500.000,Video Call with JKT48,Meme Freya,Freya karna ka freya adlah orang yang baik ,,,,,,,,,,,,,,,
1/1/2024 2:31:17,tahun 2022,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Karana say menyukai stu oshi ,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,Adel Karna dia lucu,,,,,,,,,,,,,,,
1/1/2024 13:03:44,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Michie ,< Rp 500.000,"Theater, Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Windah Basudara,,,,,,,,,,,,,,,
1/1/2024 13:06:12,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,putus,< Rp 500.000,"2-Shot, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"mas dean ikut membantu saya mengidol, selain konten tiktok",,,,,,,,,,,,,,,
1/1/2024 13:07:11,tahun 2023,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Karena banyak member yang membuat ku tertarik dan akhirnya aku terjun ke dunia 48,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,DeanKT karena ia berteman dengan salah satu exmember yaitu MELODI,,,,,,,,,,,,,,,
1/1/2024 13:08:45,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,karena saya menyukai lagu pop,< Rp 500.000,Merchandise Lainnya,Lainnya,ehlija,,,,,,,,,,,,,,,
1/1/2024 13:09:08,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,Karena JKT48 sudah seperti sumber kebahagiaan ,Rp 1.000.001 - 1.500.000,"Video Call with JKT48, Birthday T-shirt, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:09:48,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"berawal dari temen yang suka, akhirnya kepo juga sama jkt48, mengulik beberapa ""lore"" atau hal"" dulu tentang jkt48 dan akhirnya masuk ke dunia jkt48",Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,tidak mengikuti algoritma streamer,,,,,,,,,,,,,,,
1/1/2024 13:10:41,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,seru moodboster,< Rp 500.000,Merchandise Lainnya,Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:10:57,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Menyukai lagu-lagunya yang sangat relate dalam kehidupan manusia.,< Rp 500.000,"Theater, Streaming Theater, 2-Shot, Merchandise Lainnya",Meme Freya,saya tidak menjawab streaming ,,,,,,,,,,,,,,,
1/1/2024 13:11:27,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Karena awalnya melihat meme” yang tersebar di sosial media,say jadi tertarik dan mengetahui bahwa jkt48 bukan hanya sekedar tentang grup idol biasa saja, jkt48 lebih dari itu dan itu yang membuat saya tertarik dan mulai terjun ke dunia perwotaan.",< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:12:49,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karena Shani Indira Natio,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Konten Clip Theater JKT48,"Tidak ada, karena saya menjadi FJKT48 karena murni tertarik langsung dengan JKT48 ",,,,,,,,,,,,,,,
1/1/2024 13:12:58,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna ingin mencari hiburan dan teman baru,Rp 500.000 - 1.000.000,"Video Call with JKT48, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:13:20,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena JKT48 bangkit kembali,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",JKT48 Tour 2022 & 2023,-,,,,,,,,,,,,,,,
1/1/2024 13:13:54,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"Karna ingin lebih mengenal mereka lebih dekat,
cuma JKT yg bisa buat bahagia.",< Rp 500.000,Merchandise Lainnya,Meme Freya,Freyashifa jayawardana yang membuat saya menjadi FJKT dan menyukai JKT hingga sekarang,,,,,,,,,,,,,,,
1/1/2024 13:14:10,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karena temen"" pada jadi FJKT",< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:14:32,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena kembali menemukan oshi,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Lainnya,Tgpurnama,,,,,,,,,,,,,,,
1/1/2024 13:16:50,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Bisa handle pekerjaan dirumah dan untuk mengisi waktu luang,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,Mindam random,,,,,,,,,,,,,,,
1/1/2024 13:17:05,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,hidup jadi hidup lagi setelah kenal jkt48,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,gaada,,,,,,,,,,,,,,,
1/1/2024 13:17:50,tahun 2021,Perempuan,15-20 tahun,Fans far,Bekerja,Iya,Tiktok,Gk bisa ditulis dgn kata² ya ngikutin aja suka,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:17:55,tahun 2021,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,-,Rp 500.000 - 1.000.000,"Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,-,,,,,,,,,,,,,,,
1/1/2024 13:18:43,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,karena ada video di fyp saat summer fest,< Rp 500.000,"2-Shot, Meet and Greet, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
1/1/2024 13:19:11,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Setelah melihat keseruan summer fest,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
1/1/2024 13:19:56,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Karena sudah bosen dengan kpop jadi nyoba nyoba pindah ke jkt48. Ternyata seseru itu, karena bahasa yang digunakan sama",< Rp 500.000,Tiket event off-air atau on-air,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:20:43,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Setelah mengikuti event summer tour juli kemarin menjadi suka padahal sebelumnya belum ngerti apa-apa tentang JKT48,< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Merchandise Lainnya",JKT48 Tour 2022 & 2023,stream tiktok : ISaac,,,,,,,,,,,,,,,
1/1/2024 13:20:44,tahun 2022,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena Musiknya dan kelakuan member,Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Zee x Erigo New York,,,,,,,,,,,,,,,,
1/1/2024 13:20:56,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,JKT48 new era benar benar menarik perhatian saya,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:20:56,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Pelarian dari patah hati,Rp 1.500.001 - 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
1/1/2024 13:21:04,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Hiburan semata, Pelepas stress & penat setelah kegiatan harian",Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
1/1/2024 13:21:20,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karna mereka berbakat, aku sangat menyukainya dan itu cita2ku. Aku suka sama semua member karna mereka cantik, berbakat 😻",< Rp 500.000,Theater,JKT48 Tour 2022 & 2023,Bang Kipli sm Bang Windah ,,,,,,,,,,,,,,,
1/1/2024 13:22:05,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Youtube,Awalnya coba coba untuk mencoba mengetahui JKT48 ehh kok ketagihan dan akhirnya menjadi fans JKT48 ,Rp 1.500.001 - 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,"Ga ada, saya menyukai jkt48 tanpa ter influence oleh para streamer maaf 🙏🏻",,,,,,,,,,,,,,,
